Profit Center,Valid To,Controlling Area,Valid From,Entered On,Created By,Field name of CO-PA characteristic,Department,Person Responsible for Profit Center,User Responsible,Currency,Successor profit center,Country/Region Key,Title,Name 1,Name 2,Name 3,Name 4,City,District,Street,PO Box,Postal Code,P.O. Box Postal Code,Language Key,Telebox number,Telephone 1,Telephone 2,Fax Number,Teletex number,Telex number,Data line,Printer name,Hierarchy Area,Company Code,Joint venture,Recovery Indicator,Equity type,Tax Jurisdiction,Region,Usage,Application,Procedure,Logical System,Lock indicator,PrCtr Formula Planning Template,Segment,Dummy function in length 1,Name,Long Text,Profit center short text for matchcode
50Q8,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-10-14 00:00:00,VNHUNG,,,.,,,,,,50Q8,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,PCC,PCC,PCC
50S1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50S1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Info Sys (Comm)/NYK,Information System(Comm)/NYK,INFO SYS (COMM)/NYK
50S2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50S2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Info Sys (Phone)/NYK,Information System(Phone)/NYK,INFO SYS (PHONE)/NYK
50S3,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50S3,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Info Sys (Comp)/NYK,Information System(Oper)/NYK,INFO SYS (COMP)/NYK
50S4,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50S4,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Information Sys /NYK,Information Systems/NYK,INFORMATION SYS /NYK
50T1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50T1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Tax /NYK,Tax/NYK,TAX /NYK
50V1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50V1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Enterprise Invest/NY,Enterprise Investments /NYK,ENTERPRISE INVEST/NY
50V2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,50V2,,,,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(212) 818-8000,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Master Halco /NYK,Master Halco /NYK,MASTER HALCO /NYK
50V3,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50V3,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Joint Internet /NYK,Joint Internet Investment/NYK,JOINT INTERNET /NYK
50V4,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50V4,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Development & Ven-Ex,Development & Ven-Exp A/C /NYK,DEVELOPMENT & VEN-EX
50V5,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50V5,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Capital Venture /NYK,Capital Venture Invest/NYK,CAPITAL VENTURE /NYK
50XA,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50H1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - AII,RS - Auto Investment Inc,RS PR - AII
50XB,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-22 00:00:00,ALCHAN,,,.,,,,,,50XB,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - CTCA,RS - ITOCHU Techno-Solutions America Inc,RS PR - CTCA
50XC,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50XC,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - DPF,"RS - Dole Packaged Foods, LLC",RS PR - DPF
50XD,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50XD,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - IAA,"RS - ITOCHU Aviation, Inc",RS PR - IAA
50XE,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50XE,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - IAAI,RS - ITOCHU Automobile America Inc,RS PR - IAAI
50XF,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50XF,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - ICAI,"RS - ITOCHU Chemicals, Inc",RS PR - ICAI
50XG,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50XG,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - ICREST,RS - ICREST International LLC,RS PR - ICREST
50XH,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50XH,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - ICRI,RS - ITC Coal Resources Int'l Inc,RS PR - ICRI
50XI,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50XI,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - IFAI,"RS - Isuzu Finance of America, Inc",RS PR - IFAI
50XJ,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50H1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - IPU,RS - ITOCHU Prominent USA LLC,RS PR - IPU
50XK,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-18 00:00:00,ALCHAN,,,.,,,,,,50H1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - REY,RS - The Reynolds Company,RS PR - REY
50XL,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-06-27 00:00:00,ALCHAN,,,.,,,,,,50XL,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - TEX,RS - TEXMAC Inc,RS PR - TEX
50XX,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-05-27 00:00:00,ALCHAN,,,.,,,,,,50H1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - ADMIN,RS - Payroll Benefits Admin,RS PR - ADMIN
50XZ,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-05-27 00:00:00,ALCHAN,,,.,,,,,,50H1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,RS PR - ITC RS,RS - ITC Rotational Staff,RS PR - ITC RS
517B,9999-12-31 00:00:00,USV3,2022-01-01 00:00:00,2022-08-29 00:00:00,STAM,,,"K.Vogt, VP",,,,,,,,,,,,,,,,EN,,,,,,,,,CA51,,,,,,,,,,,,,,,Pulp Department,Pulp Department,PULP DEPARTMENT
518A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,"N. Takeda, VP & GM",,,,,,,,,,,,,,,,EN,,,,,,,,,CA51,,,,,,,,,,,,,,,Log Service/VCR,Log Service/VCR,LOG SERVICE/VCR
518B,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,"T. Fukuhara, Mgr.",,,,,,,,,,,,,,,,EN,,,,,,,,,CA51,,,,,,,,,,,,,,,Lumber/VCR,Lumber/VCR,LUMBER/VCR
51A1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,"K. Vogt, VP",,,,,,,,,,,,,,,,EN,,,,,,,,,CA51,,,,,,,,,,,,,,,Acct/Fin Admin/VCR,Accounting/Finance Admin/VCR,ACCT/FIN ADMIN/VCR
51A2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,"K. Vogt, VP",,,,,,,,,,,,,,,,EN,,,,,,,,,CA51,,,,,,,,,,,,,,,Branch Admin/VCR,Branch Admin/VCR,BRANCH ADMIN/VCR
51F1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,CA51,,,,,,,,,,,,,,,Funds Control/VCR,Funds Control/VCR,FUNDS CONTROL/VCR
51G1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,CA51,,,,,,,,,,,,,,,Branch Gen Mgr/VCR,Branch General Manager/VCR,BRANCH GEN MGR/VCR
51V1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,CA51,,,,,,,,,,,,,,,Equity/VCR,Equity/VCR,EQUITY/VCR
521A,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Textile /ITM1,Textile /ITM1,TEXTILE /ITM1
522A,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Plant Project /ITM1,Plant Project /ITM1,PLANT PROJECT /ITM1
522B,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Power Project /ITM1,Power Project /ITM1,POWER PROJECT /ITM1
522C,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,CIPSA Invest/ Equity,CIPSA Investment Equity Acct,CIPSA INVEST/ EQUITY
523A,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Metal NonFerrous/ITM,Metal NonFerrous /ITM1,METAL NONFERROUS/ITM
524A,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Food Products /ITM1,Food Products /ITM1,FOOD PRODUCTS /ITM1
524B,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Animal Food /ITM1,Animal Food /ITM1,ANIMAL FOOD /ITM1
526A,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Chemicals 1 /ITM1,Chemicals 1 /ITM1,CHEMICALS 1 /ITM1
526B,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Chemicals 2 /ITM1,Chemicals 2 /ITM1,CHEMICALS 2 /ITM1
527A,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Gen. Merchandise/ITM,General Merchandise /ITM1,GEN. MERCHANDISE/ITM
528A,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Info & Commun /ITM1,Information & Communication,INFO & COMMUN /ITM1
52A1,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Administration /ITM1,Administration /ITM1,ADMINISTRATION /ITM1
52F1,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Finance /ITM1,Finance /ITM1,FINANCE /ITM1
52T1,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MX52,,,,,,,,,,,,,,,Taxes /ITM1,Taxes /ITM1,TAXES /ITM1
IA3A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,"Mayo Yokoi, Manager",Tamaki Rice,,Tamaki Rice,,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Tamaki Rice /ICR1,Tamaki Rice /ICR1,TAMAKI RICE /ICR1
IA3B,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Fresh Food,Fresh Food,FRESH FOOD
IA4A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,"Roy Minohara, Director",Japanese Grocery Products,,Japanese Grocery Products,,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Japanese Groceries /,Japanese Groceries /ICR1,JAPANESE GROCERIES /
IA4B,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-10 00:00:00,NANH,,,.,,,,,,"Roy Minohara, Director",Japanese Grocery Products,,Japanese Grocery Products,,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,JGP-Misc,JGP-Misc,JGP-MISC
IA6A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,"Tomoaki Kuwamoto, General Manager",Trade Meat,,Trade Division (Meat),,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Meat & Livestock/ICR,Meat & Livestock /ICR1,MEAT & LIVESTOCK/ICR
IA7A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,"Yasuaki Sagara, Sales Manager",Trade Vegetable,,Trade Division (Fresh Food),,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Food Mktg & Dist/ICR,Food Marketing & Dist. /ICR1,FOOD MKTG & DIST/ICR
IA8A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,"Yasuaki Sagara, Sales Manager",Trade Dairy,,Trade Division (Provision),,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Dairy /ICR1,Dairy /ICR1,DAIRY /ICR1
IA9A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,"Tomoaki Kuwamoto, General Manager",Trade Meat,,Trade Division (Meat),,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Prima /ICR1,Prima /ICR1,PRIMA /ICR1
IAA1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Acctg & Finance/ICR1,Accounting & Finance /ICR1,ACCTG & FINANCE/ICR1
IAF1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIA,,,,,,,,,,,,,,,Fund Control/Cap/ICR,Fund Control/Capital Acct/ICR1,FUND CONTROL/CAP/ICR
IB3A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,,,,,Domestic,Domestic Business,DOMESTIC
IB4A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,X,,,,International,International Business,INTERNATIONAL
IB4B,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,X,,,,RITO Partnership,RITO Partnership Invest,RITO PARTNERSHIP
IBA1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,X,,,,Administration,Administration,ADMINISTRATION
IBC1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,X,,,,Corp. Planning,Corporate Planning,CORP. PLANNING
IBE1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,X,,,,CEO Office,CEO Office,CEO OFFICE
IBF1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,X,,,,Funds Control,Funds Control,FUNDS CONTROL
IBR1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,X,,,,Risk Management,Risk Management,RISK MANAGEMENT
IBT1,9999-12-31 00:00:00,USV3,2022-01-01 00:00:00,2022-03-29 00:00:00,STAM,,,.,,,,,,IBT1,,,,,,,,,,EN,,,,,,,,,USIB,,,,,,,,,,,X,,,,Tax Department,Tax Department,TAX DEPARTMENT
IC1A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIC,,,,,,,,,,,,,,,AHN Domestic,Animal Health & Nutrition Dom,AHN DOMESTIC
IC2A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIC,,,,,,,,,,,,,,,AHN International,Animal Health & Nutrition Intl,AHN INTERNATIONAL
IC3A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIC,,,,,,,,,,,,,,,Feed Ingredients/QTI,Feed Ingredients /QTIA,FEED INGREDIENTS/QTI
IC4A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIC,,,,,,,,,,,,,,,Lab Services,Lab Services,LAB SERVICES
IC5A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIC,,,,,,,,,,,,,,,New Business Develop,New Business Development/QTIA,NEW BUSINESS DEVELOP
ICA2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIC,,,,,,,,,,,,,,,Administration /QTIA,Administration /QTIA,ADMINISTRATION /QTIA
ICF1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-03-22 00:00:00,VNHUNG,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USIC,,,,,,,,,,,,,,,Funds Control /QTIA,Funds Control /QTIA,FUNDS CONTROL /QTIA
ID3A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Mens Text  & Apparel,Mens Textile & Apparel /NYK,MENS TEXT  & APPAREL
ID3B,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Men's Text/Appar/NYK,Men's Textile & Apparel /NYK,MEN'S TEXT/APPAR/NYK
ID3C,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Vince Camuto /NYK,Vince Camuto /NYK,VINCE CAMUTO /NYK
ID3D,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,PE Shirt /NYK,PE Shirt /NYK,PE SHIRT /NYK
ID3E,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Ryan Seacrest /NYK,Ryan Seacrest /NYK,RYAN SEACREST /NYK
ID3F,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,State of Matter /NYK,State of Matter /NYK,STATE OF MATTER /NYK
ID3G,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Lands' End /NYK,Lands' End /NYK,LANDS' END /NYK
ID3H,9999-12-31 00:00:00,USV3,2023-01-01 00:00:00,2024-01-22 00:00:00,ALCHAN,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Studio.R330,Studio.R330,STUDIO.R330
ID3I,9999-12-31 00:00:00,USV3,2023-01-01 00:00:00,2024-02-27 00:00:00,ANKWOK,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Gramicci,Gramicci,GRAMICCI
ID4B,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Textile & Apparel/NY,Textile & Apparel /NYK,TEXTILE & APPAREL/NY
ID4C,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Brand Marketing #1,Brand Marketing No. 1 /NYK,BRAND MARKETING #1
ID4D,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,LeSportsac-NA /NYK,LeSportsac-NA /NYK,LESPORTSAC-NA /NYK
ID4E,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Brand Marketing #2,Brand Marketing No. 2 /NYK,BRAND MARKETING #2
ID4R,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Advance Textile /NYK,Advance Textile /NYK,ADVANCE TEXTILE /NYK
ID5A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,JOOR,JOOR /NYK,JOOR
ID5C,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Industrial Textile,Industrial Textile /NYK,INDUSTRIAL TEXTILE
IDA1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Business Dept,Business Dept,BUSINESS DEPT
IDF1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Fund Control,Fund Control,FUND CONTROL
IDI1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Information Systems,Information Systems / NYK,INFORMATION SYSTEMS
IDL1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2021-09-27 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USID,,,,,,,,,,,,,,,Lease Entry,Lease Entry,LEASE ENTRY
JAA1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,USJA,,,,,,,,,,,,,,,ITAI,ITAI,ITAI
JB1A,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MXJB,,,,,,,,,,,X,,,,Machinery Div /MTMI,Machinery Division /MTMI,MACHINERY DIV /MTMI
JB1B,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MXJB,,,,,,,,,,,X,,,,SUS Division /MTMI,SUS Division /MTMI,SUS DIVISION /MTMI
JBA1,9999-12-31 00:00:00,USK4,2019-04-01 00:00:00,2021-05-25 00:00:00,MKITTAKA,,,.,,,,,,,,,,,,,,,,EN,,,,,,,,,MXJB,,,,,,,,,,,X,,,,Administration /MTMI,Administration Division /MTMI,ADMINISTRATION /MTMI
